band_num,date_resighted,location,observer,status,comments,Brood instead of Resightings
2367-85875,1997-06-27,Nest,KLG,10 eggs 8 membranes hatched ,@ 1320,
2367-85875,1997-07-05,"Skomar's pd, pd 4156",SWL,w 8Ib,@ 2137,
2367-85876,1997-06-29,Nest,JJK,7 hatch,NA,
2367-85876,1997-07-22,SW pd 5662,STR ,w 7 Ib,@ 0740,
2367-85877,1997-07-01,Nest,JJK,10 hatch,NA,
2367-85877,1997-07-09,pd 90,MG,w 8 Ib's,NA,
2367-85877,1997-08-19,pd 8443,STR,w/ 9 IIc,100%# @ 0940,
2367-85878,1997-07-27,pd 7044,KLG,3 IIb's,@ am,
2367-85878,1997-08-03,pd 7044,EMS,w 2 IIb,@ 1230,
2367-85878,1998-04-27,pd 1 ,BB,PR,NA,
2367-85878,1998-05-06,In field E of pond 90,"JGS, RGC",PR,@ 2030,
2367-85878,1998-05-06,pd 1,RGC,PR,@ 1930,
2367-85878,1998-05-12,pd 1 E,SWL,PR,@ 1030,
2367-85878,1998-05-22,pd 1 E,JJK,PR,@ 820,
2367-85878,1999-06-14,N018 ISL,RGC/BBB,trapped,* Nasal tags off (refitted),
2367-85878,1999-06-18,N018 ISL,BBB,H/G,*missed webtagging 8 eggs,
2367-85879,NA,NA,NA,NA,SEE BROOD OBS 1997 freq: 2.742,
2367-85879,1997-07-04,Nest,RGC,7 hatch?,NA,
2367-85879,1997-07-30,1 pd SW of 3670,STR,Radio Loc,@ 1720,
2367-85879,1998-04-28,Skomar's  ,BB,PR,mauser on back,
2367-85879,1998-05-07,pd 1,RGC,PR,mauser @ 1445,
2367-85879,1998-05-09,pd 1 W,SWL,PR,@ 2001,
2367-85880,NA,NA,NA,NA,SEE 1997 Brood Obs freq: 2.823,
2367-85880,1997-07-08,Nest,RGC,8 hatch,NA,
2367-85880,1997-08-13,pd 9338,SWL,greater or equal to 3 IIa's,mini push with STR,
2367-85880,1997-08-29,pd 9338,STR,w 8 III,pushed out of weeds! ,
2367-85880,1998-05-05,pd 1 SW,JJK,PR,@ 1055,
2367-85880,1998-04-27,pd 1 ,BB,PR,NA,
2367-85880,1998-05-22,pd 140,RGC,PR,@ 1030,
2367-85880,1998-06-25,N196,RGC,"Hatched island bird cont web tag lost, 6 ducklings",NA,
2367-85880,1998-07-29,9338,JJK,hanging w molting duck,@ 1010,
2367-85880,1999-04-29,pd 1 E,SWL,PR,G @ 1845,
2367-85880,1999-06-23,N047 ISL,SWL,7 eggs,"""tags intact""",
2367-85880,1999-06-25,N047 ISL,RDD,5? hatch/gone,NA,
2367-85881,NA,NA,NA,NA,See 1997 Brood Obs freq: 2.370,
2367-85881,1997-07-15,530 nest,PCG,9 hatch/gone,NA,
2367-85881,1997-08-03,1 mi N of town of St Denis,STR,female alone,NA,
2367-85881,1999-07-02,N174,RGC et al. ,6 eggs,* Lost tags refitted,
2367-85881,1999-07-09,N174,RDD,Dep. ,* female killed?,
2367-85882,NA,NA,NA,NA,No entries on this page,
2367-85883,1997-07-10,nest,RGC,6 hatch/gone,NA,
2367-85884,NA,NA,NA,NA,SEE Brood Obs '97 freq: 2.532,
2367-85884,1997-07-16,nest,RGC,7 hatch/gone,NA,
2367-85884,1997-08-14,pd 6136,SWL,w 6 IIa,@ 0830,
2367-85884,1998-04-15,pd 79 E,MG,Pr,@ 0845 w mauser on back,
2367-85884,1998-04-29,pd 1 ,BB,Pr,-morning ,
2367-85884,1998-05-03,pd 1 ,BB,PR,NA,
2367-85885,1997-07-12,NA,NA,NA,SEE 1997 BROOD OBS (2.480),
2367-85885,1997-07-20,nest,SWL,9 hatch/gone,NA,
2367-85885,1997-08-17,pd 7966,STR,w 6 IIa,@ 1030,
2367-85886,1997-07-14,nest,RGC,Depred. ,NA,
2367-85886,1998-05-05,pd 37,EMS,PR,@ 08:45,
2367-85886,1998-06-15,pd 90,"SWL, JJK",PR,on south shore @ 1410,
2367-85886,1999-04-27,pd 6,KWD,PR,@ 1115 (100%),
2367-85886,1999-04-27,pd 6,BBB,PR,@ 1130 (100%),
2367-85886,1999-07-21,N301,RDD,8 eggs,I.D. by scope,
2367-85886,1999-07-24,N301,BBB,Depred. ,NA,
2367-85887,1997-07-15,nest,SWL/KLG,w 6 of 8 ducklings,SWL let her escape,
2367-85887,1997-11-NA,"Houma, Louisianna",NA,female shot,No tags intact. *sticky note: No tags! SWL 99,
2367-85888,1997-07-20,Nest,JJK,3 ducklings of 3 viable beside Nest female not present!,NA,
2367-85888,1998-05-06,pd South 6751,JGS,PR,@ 20:05 100% (diagram of pond where found),
2367-85889,1997-07-20,Nest,SWL,8 hatched/gone,"""DBL tagged in 97""",
2367-85890,1997-07-22,Nest,RLL,7-8 hatch/gone,NA,
2367-85890,1998-06-21,N082,RGC,"10 hatched, 9 tagged",NA,
2367-85890,1998-06-24,N082,RGC,NA,Arrow drawn from 10 hatched to RGC,
2367-85891,NA,NA,NA,NA,No entries on this page,
2367-85892,1997-07-21,NA,NA,NA,CHECK 1997 BROOD OBS(2.443),
2367-85892,1997-07-25,Nest,RGC,8 hatch/gone,NA,
2367-85892,1997-08-21,"Skomar's pd, pd 4156",SWL,w 4 IIa,@ 1115   ,
2367-85892,1999-05-05,pd 67,BBB,PR,NA,
2367-85892,1999-05-20,pd 67,BBB,PR,@ 1045 VG,
2367-85893,1997-07-25,nest,RGC,7 hatch/gone,NA,
2367-85894,1997-07-30,nest,SWL,4 hatched,NA,
2367-85894,1997-08-11,pd 5335,JJK,w/ 1 Ia-b?,@ 0825,
2367-85894,1997-08-10,pd 5335,SWL,w 1Ib,@ 0830,
2367-85894,1998-05-03,pd 90,RGC,PR,@ 10:15,
2367-85894,1998-04-22,pd 90,SWL,PR,@ 1907 (not 100%),
2367-85894,1998-05-12,pd 90,SWL,PR,@ 0821,
2367-85894,1998-06-15,pd 1,JJK,PR,@ 0940,
2367-85895,1997-07-24,NA,NA,NA,SEE 1997 BROOD OBS (2.774),
2367-85895,1997-07-27,5 pds N of pd 2943,SWL,female seen w other female not broody,(watched for approx 1 hr),
2367-85896,1997-07-28,nest,JJK,3 hatch/gone,NA,
2367-85897,1997-08-11,Nest,SWL,2 hatch,@ 1100,
2367-85897,1997-08-11,pd 1255,MG,w 2 Ia,@ 1120,
2367-85897,1998-06-17,N69,RGC?,on nest (weller),"Tags missing, old combo put back on",
2367-85897,1998-06-21,N69,RGC,10 hatch,NA,
2367-85897,1998-07-29,pd 90,RGC,1 IIc,@ 730,
2367-85897,1999-06-02,N039,scoped by SWL,7 eggs,(destroyed 16 Jun visit),
2367-85897,1999-07-05,N210 ISL,RDD,14 eggs,scoped by RDD,
2367-85897,1999-07-21,N210 ISL,RDD,7 hatch,NA,
2367-85898,1998-06-25,N 086,RGC,6 hatch,NA,
2367-85898,1999-05-05,4156 Skomar's,SWL,PR,VG @ 1048,
2367-85898,1999-07-09,Skomar's N295,BBB/CAG/CJB,Hatching,2 hatched/2 pipped/2 starred,
2367-85898,2000-05-02,Skomar's 4851,SWL,Pr,VG @ 16:40,
2367-85898,2000-05-08,Skomar's 4851,SWL,Pr,@ 15:49,
2367-85898,2000-04-27,Skomar's 4851,SWL,Pr,100%,
2367-85900,1999-04-29,pd 20,KWD,PR,@ eve VG,
2367-85900,1999-04-29,pd 20,SWL,PR,VG,
2367-85900,1999-05-05,pd 20,RGC,PR,100%,
2367-85900,1999-05-17,pd 20,SWL,PR,NA,
2367-85900,1999-06-14,N083,"BBB, RGC",* female killed recovered and flushed into truck,NA,
1467-52365,1998-05-31,Nest 024,"RGC, TLL",Depredated,NA,
1467-52366,1998-06-26,N101,SWL,Depr. ,NA,
1467-52366,1999-04-26,pd 20 W,RDD,PR,Exc.,
1467-52366,1999-04-27,pd 1 W,KWD,PR,@ 0915 Left good Right fair,
1467-52366,1999-05-05,pd 1,KWD,PR,NA,
1467-52367,1998-06-17,N 61,RGC,6 hatched (# 8 rotten),NA,
1467-52367,1999-04-16,1 W,SWL,PR + 1,@ 1115,
1467-52367,1999-04-19,1 W,SWL,PR,@ 1905,
1467-52367,1999-04-27,1 W,KWD,PR,@ 1100 G,
1467-52367,1999-04-29,1 W,RDD,PR,@ Eve 1512,
1467-52368,1998-06-29,N129,RGC/JJK,4 hatch,NA,
1467-52368,1999-04-29,pd 67,KWD,PR,VG @ 1520,
1467-52368,1999-05-02,pd 67,KWD,PR,VG @ 18:48,
1467-52368,1999-05-07,pd 67,SWL,PR,VG @ 1153,
1467-52368,1999-05-30,pd 67,RGC,PR,fair,
1467-52368,2000-04-19,pd 67,RGC,NA,V. good,
1467-52369,1998-06-29,N181,RGC,hatch/gone,*missed webtaggin,
1467-52369,1999-04-27,N edge of pd 66,BBB,PR,@ 1000 (100%),
1467-52369,1999-04-26,pd 66,RGC,PR,exc.,
1467-52369,1999-04-29,pd 66,SWL,PR,fair rt. side,
1467-52369,1999-05-05,66,BBB,PR,NA,
1467-52369,2000-05-02,ESE Rene Lebreque,RGC,NA,15:10 V. good,
1467-52369,2000-05-04,pd 5618,SWL,Pr,"@ 12:15, good",
1467-52369,2000-05-12,pd 5618,PCG,Pr,@ 0735 vg,
1467-52370,1998-06-22,N 056,SWL,5 hatched,*missed webtagging,
1467-52371,1998-06-22,N 199,"EMS, SWL, JJK",3 eggs tapping,NA,
1467-52371,1998-06-24,N 199,RGC,1 egg tagged star,NA,
1467-52371,1999-04-16,pd 1 W,SWL,PR,NA,
1467-52371,1999-04-21,pd 1 W,SWL,PR,v good,
1467-52371,1999-04-26,pd 90,RGC,PR ,100%,
1467-52371,1999-04-27,pd 90,RDD,PR ,VG,
1467-52371,1999-04-29,pd 90,RDD,PR ,100%,
1467-52371,1999-05-12,90,RDD,PR,NA,
1467-52371,1999-05-13,90,SWL,PR,@ 1417,
1467-52371,1999-05-18,90,SWL,PR,@ 1109,
1467-52371,1999-05-19,pd 90,BBB,PR,@ 0925 Exc,
1467-52371,1999-05-19,pd 1,RDD,RD,@ 0840 V.good,
1467-52371,1999-05-19,pd 1 W,SWL,Pr,@ 0835 ,
1467-52371,1999-05-20,pd 1 W,RDD,PR,@ 0830,
1467-52371,1999-05-27,pd 1 W,SWL,female,@ 0935,
1467-52371,1999-07-02,N142 ISL,RDD,8 eggs,I.D. by scope,
1467-52371,1999-07-08,N142 ISL,RGC,8 hatch,NA,
1467-52371,1999-07-02,pd 1 N,RDD,Pr,100% @ 1031,
1467-52371,1999-07-28,pd 90,BBB,w/ 2 Ib,100% @ 1045,
1467-52371,2000-01-21,"Madisonville, Kentucky",NA,female shot,NA,
1467-52372,1998-07-02,N150,EMS/JGS,7 hatch,NA,
1467-52372,1998-07-29,1st pd SE of Bousierres driveway,SWL,w Gr square LB oval,@ 720,
1467-52372,1999-04-27,pd 90,RDD,PR,VG,
1467-52372,1999-04-29,pd 90,RDD,PR,100%,
1467-52372,1999-05-05,90,RDD,PR,NA,
1467-52372,1999-05-13,90,SWL,PR,NA,
1467-52372,1999-05-25,N13,RGC,Nest ,scoped 100%,
1467-52372,2000-04-17,pd 90,KWD,PR,@ 1130 (GR/VG) (LB good),
1467-52372,2000-04-27,pd 90,KWD,PR,@ 08:00 (fair/good),
1467-52372,2000-05-02,pd 90,KWD,PR,good,
1467-52372,2000-05-16,pd 90,KWD,Pr,"@ 13h 03 good, fair",
1467-52373,1998-06-25,N203,JGS,*'d to pipp,11 eggs,
1467-52373,1999-05-17,pd 1,RDD,PR,v. good,
1467-52373,1999-05-20,pd 1 E,RDD,PR,@ 0938,
1467-52373,1999-06-19,N027,SWL,14 pipped ,NA,
1467-52373,2000-05-02,1 E,KWD,PR,@ 1520 fair/good,
1467-52373,2000-05-04,1 E,KWD,PR,@ 09:12 good,
1467-52374,1998-06-25,N211,RGC,*'d to pipped,11 eggs,
1467-52374,1999-05-19,pd 1,RDD,Pr,V. good @ 0840,
1467-52374,1999-05-20,pd 1 E,RDD,Pr,@ 0938,
1467-52375,1998-06-26,N215,RGC,cont,"Webtag 8 
23/24 days Inc. ",
1467-52376,1998-07-08,Nest,JGS,8 hatch,NA,
1467-52377,1998-06-29,N193,JGS,cont,Trapped,
1467-52377,1998-07-01,N193,RGC,Depred. ,NA,
1467-52378,1998-06-30,N354,SWL,Trap + webtag,8 eggs hers +3 from N#160,
1467-52379,1998-07-16,nest,SWL,6 H/G,NA,
1467-52379,1999-04-26,Skomar's,KWD,Pr,v. good @ 1330,
1467-52379,1999-05-13,Skomar's,KWD,Pr,v. good @ 1330,
1467-52379,1999-05-27,Skomar's,RGC,Pr,excellent,
1467-52379,2000-05-02,Skomar's (4851),SWL,Pr,@ 16:40 99.99%,
1467-52379,2000-05-06,Skomar's (4851),SWL,Pr,@ 16:18,
1467-52379,2000-05-12,Skomar's (4851),KWD,Pr,@ 10:05 v. good,
1467-52379,2000-05-24,Skomar's (4851),CAG/ BAP,Pr,VG @ 0910,
1467-52379,2000-06-12,Skomar's (4851),KWD,Pr ,@ 1500 good,
1467-52380,1998-07-09,N209,RGC,starred webtag,NA,
1467-52381,1998-07-08,N254,JGS,cont,*'d - pipped 8 eggs web tagged,
1467-52381,1998-07-13,N254,JGS,hatch,"7 unhatched, 1 hatch?",
1467-52381,1998-07-29,1st pd SW of Boursierre's driveway,SWL,w Gr y LB triangle ,@ 720,
1467-52381,1999-07-18,N126,SWL/BBB/RDD,9 eggs,I.D. by scope,
1467-52382,1998-07-08,N276,RGC/ SWL,cont 9 eggs,@ 1000,
1467-52382,1998-07-13,N276,BBB,pipped-hatch 9 eggs,@ 1415,
1467-52382,1999-04-16,1 E,RGC,PR,good,
1467-52382,1999-04-19,1 E,SWL,PR,VG @ 1822,
1467-52382,1999-04-22,1 SE,SWL,PR,VG @ 1942,
1467-52382,1999-05-27,125N,BBB,Pr,GR square?,
1467-52382,1999-05-28,N19 ISL,SWL/RDD,Nest ,@ 1500  ,
1467-52382,1999-05-31,N19 ISL,SWL/ KWD,5 hatch,NA,
1467-52382,1999-07-27,N 230 ISL,KWD/BAP/BBB,5 eggs,NA,
1467-52382,1999-08-02,N 230 ISL,BBB,5 H/G,NA,
1467-52383,1998-07-17,nest,JGS,5 H/G,NA,
1467-52383,1999-04-14,pd 140,SWL,PR,LB square 90% GRC 100%,
1467-52383,1999-04-16,125N,RGC,PR,100%,
1467-52383,1999-04-20,125N,SWL,PR,@ 1055,
1467-52383,1999-04-26,125N,RDD,PR,NA,
1467-52383,1999-04-29,125S,RDD,PR,VG,
1467-52383,1999-05-05,125N,RDD,PR,G,
1467-52383,2000-04-19,125,KWD,NA,12:30 fair,
1467-52384,1998-07-09,pd 1 ,RGC,5 pipped eggs,NA,
1467-52385,1998-07-11,N213,RGC,pip-hatch,"5 eggs, 2 ducklings",
1467-52385,1999-04-29,pd 1 E,SWL,PR,VG @ 1845,
1467-52385,1999-05-02,pd 1 E,SWL,PR,NA,
1467-52385,1999-05-05,pd 1 ,KWD,PR,NA,
1467-52386,1998-07-19,N375,SWL,Webtag+ trap,"8 eggs (#6 rotten) 
(hatched)",
1467-52386,1999-04-29,1st pd E side of road 1 mi N of NWA sign main road,SWL,PR,100%,
1467-52386,1999-05-02,pd 1 E,SWL,PR,@ 1948,
1467-52386,1999-05-07,pd 1 W,SWL,PR,@ 1330,
2367-85605,1998-07-10,nest,RGC,Depred. ,NA,
2367-85606,1998-07-14,Nest,SWL,5 h/g,NA,
2367-85607,NA,NA,NA,NA,There are no entries on this page,
2367-85608,1998-07-07,N282,"JJK, JGS",cont mist net,@ 1430 7 eggs,
2367-85608,1998-07-16,N282,JJK/BBB/SWL,Webtag  ,pipped 7 eggs,
2367-85608,1999-06-11,4136,SWL/PAL,Pr,@ 0745,
2367-85609,1998-07-09,N235,RGC,5 eggs 3 rotten,@ 930 (Human Aband),
2367-85609,1999-05-12,pd 6642,SWL,PR,@ 1140,
2367-85609,1999-05-25,pd 10,SWL,female found dead,band on leg (no head bill available),
2367-85610,1998-07-18,N347 pd 2,SWL,cont webtag ,7 hatched,
2367-85610,1998-07-29,6672,JJK,3 Ic,@ 943,
2367-85610,1999-04-26,pd 1 E,RDD,PR,NA,
2367-85610,1999-04-27,pd 1 E,KWD,PR ,@ 1230 VG,
2367-85610,1999-05-19,pd 1 ,RDD,PR,v. good @ 0840,
2367-85610,1999-05-27,N 041 flushed to pd 1 ,scoped by SWL,PR,100% aband/depred. 2 June 99,
2367-85611,1998-07-23,Nest,EMS,6 H/G,NA,
2367-85731,1998-05-27,Nest 019,EMS/SWL,cont,caught and marked,
2367-85731,1998-06-09,Nest 019,EMS,Nest depredated ,NA,
2367-85732,1998-06-14,N 046,SWL,Dep. ,NA,
2367-85732,1998-06-14,pd 25,SWL,PR,@ 1100,
2437-54001,2000-04-27,140,RGC,NA,good,
2437-54001,2000-04-26,140,KWD,NA,v.g 1:00,
2437-54001,2000-05-04,140,RGC,NA,Excellent,
2437-54001,2000-05-02,140,KWD,PR,good @ 1643,
2437-54001,2000-05-12,pd 140,BBB,PR,exc @ 1035,
2437-54001,2000-06-07,pd 140,KWD,Pr,@ 1035 VG,
2437-54002,1999-07-28,pd 90,BBB,female,broody 100%,
2437-54002,1999-06-05,N024,BBB/HDB,7 pipping,NA,
2437-54002,2000-05-26,1 E,KWD,Pr,Fair @ 1140,
2437-54002,2000-06-01,1 W,BBB,Pr,exc. @ 1232,
2437-54002,2000-06-07,1 W,SWL,Pr,@ 0722,
2437-54002,2000-06-23,1 E,KWD,female,@ 1325 exc,
2437-54002,2000-07-07,(ISL) N218,KWD,female,"@ 1240, exc!!!!",
2437-54002,2000-08-11,pd 90,BBB,w/ 5 IB's,@ 0740 fair,
2437-54003,2000-04-27,1 E,RGC,paired,V. good   ,
2437-54003,2000-05-04,pd 66,BAP,PR,V. good   ,
2437-54003,2000-05-12,pd 1 W,BBB,PR,exc @ 1035,
2437-54003,2000-05-17,in field b/w pd 26 and 67,PC,Pr,@ 1945 VG,
2437-54003,2000-05-18,1 W,BBB,Pr,@ 0954 VG,
2437-54003,2000-05-24,in crop west of pd 67,PC,Pr,exc @ 1058,
2437-54003,2000-05-26,20 W,PC,Pr,exc @ 1225,
2437-54003,2000-05-19,1 W,BBB,Pr,v.good,
2437-54004,2000-05-02,in crop S 110/111,SWL,Pr,@ 1822 G 95%,
2437-54004,2000-05-08,pd 1 W,KWD/PC,Pr,@ 1440 good,
2437-54004,2000-05-12,pd 1 W,BBB,Pr,@ 0825,
2437-54005,1999-06-25,N100,BBB,3 H/G 2 moved to Nest 047 STD 9209-10,NA,
2437-54005,2000-04-26,90,KWD,NA,v.g 3:20,
2437-54005,2000-05-04,1 E,KWD,PR,Good @ 0927,
2437-54005,2000-05-17,1 E,PC,Pr,@ 1250 good,
2437-54005,2000-05-24,SE of pd 109,SWL,Pr,@ 0822 100%,
2437-54005,2000-06-14,pd 90,KWD,Pr,@ 0955 EXC,
2437-54005,2000-06-14,pd 90,SWL,Pr,@ 0940,
2437-54005,2000-05-08,pd 1 W,KWD,Pr,fair   ,
2437-54006,2000-08-11,pd 80,BAP,w/ 9IIc's ,@ 0750 v.good,
2437-54007,1999-07-09,N172,RDD,Dep,NA,
2437-54008,1999-06-27,N058,RDD,Aban. ,NA,
2437-54009,NA,NA,NA,NA,There are no entries on this page,
2437-54010,1999-07-04,N107,"SWL, KDH",Hatching,NA,
2437-54010,2000-05-04,pd 1 E,KWD,Pr,fair @ 0940,
2437-54010,2000-06-07,pd 1 W,SWL,Pr,@ 0722 100%,
2437-54010,2000-06-13,pd 1 N,RGC,Pr,@ 1115,
2437-54010,2000-07-19,N212,"CAG, KWD,BAP",7 eggs 23 days inc,NA,
2437-54011,1999-07-08,N169,RDD/CJB,Dep. ,NA,
2437-54012,2000-04-27,pd 50,SWL,PR,NA,
2437-54012,2000-05-02,pd 4336,BBB,PR,@ 1550 V.G.,
2437-54012,2000-05-13,pd 1 E,PC,Pr,@ 1335,
2437-54012,2000-05-19,pd 1 E,BBB,Pr,@ 1044 EXC,
2437-54012,2000-05-26,1 E,KWD,Pr,VG-G @1106,
2437-54013,NA,NA,NA,NA,There are no entries on this page,
2437-54014,1999-07-20,N221,RDD,Dep. ,NA,
2437-54014,2000-04-27,pd 26,SWL,PR,@ 0830,
2437-54014,2000-04-27,pd 4857,BBB,PR,@ 0950,
2437-54014,2000-05-04,pd 26,BBB,PR,@ 0750  ,
2437-54014,2000-05-23,N018,"BAP,SWL,KWD","9 eggs, 5-8 days inc. ",Refitted w/ same combo,
2437-54014,2000-06-07,N018,SWL,dep. ,NA,
2437-54015,1999-07-10,N233,BBB,4 H/G,NA,
2437-54015,2000-05-24,1 W,SWL,?,@ 0745,
2437-54015,2000-05-31,1 W,KWD,PR,excellent @ 1210,
2437-54015,2000-07-14,N204,KWD/BBB,"8 eggs, -20-22 days ",Trapped by weller,
2437-54016,1999-07-28,pd 90,BBB,Pr,@ 1045 100%,
2437-54016,1999-07-07,N267 ISL,BBB/CAG/PAL,9 eggs,NA,
2437-54016,1999-07-10,N267 ISL,"RDD, MAN",Dep. ,NA,
2437-54017,1999-07-29,N291,BAP,6 hatch?,NA,
2437-54018,1999-08-09,pd 65,RDD,female,@ 0825,
2437-54018,1999-08-02,N307,"KWD, PMD",Dep,NA,
2437-54018,2000-05-02,pd 6136,BBB,PR,V.G,
2437-54018,2000-05-04,pd 6136,BBB,NA,"excellent, @ 15:45",
2437-54019,2000-04-26,1 W,KWD,NA,V.good @ 11:45,
2437-54019,2000-04-27,1 E,RGC,NA,V.good,
2437-54019,2000-05-02,1,BB,NA,@ 1600 v. good,
2437-54019,2000-05-17,1 W,KWD,Pr,@ 1320 good,
2437-54019,2000-05-19,1 South,BBB,Pr,@ 0958 Exc 100%,
2437-54019,2000-05-24,1 W,PC,Pr,@ 800 VG. ,
2437-54020,2000-07-19,N214 ISL,BBB,8 eggs @ 21-22 d,exc. Scoped after flushed from nest ,
2437-54021,2000-04-27,1 E,RGC,PR,@ v.good,
2437-54021,2000-05-02,1 E ,KWD,PR,fair 4:22,
2437-54021,2000-05-08,1 E ,KWD/PC,Pr,@ 1608 Good,
2437-54021,2000-05-12,1 E,BBB,Pr,@ 0930 100%,
1617-93801,2000-05-23,N024,CAG/BBB/PC,10 eggs 4 days inc,NA,
1617-93801,2000-06-16,N024,BBB,Dep. ,NA,
1617-93802,2000-05-26,N022,BAP/PC/BBB/KWD,"7 eggs, 17 days inc",NA,
1617-93802,2000-06-08,N022,KWD,Hatched,NA,
1617-93803,2000-06-25,pd 50,RGC/PAL,Pr,"@ 1046, excellent",
1617-93803,2000-06-22,N 052,BAP,destroyed nest,NA,
1617-93804,2000-06-25,pd 90b,RGC,Pr,@ 1040 VG,
1617-93804,2000-06-07,N079,BAP/SWL/KWD,7 eggs 6-8 days inc,NA,
1617-93804,2000-06-22,N079,BAP,nest destroyed,NA,
1617-93805,2000-06-12,N081,SWL/CAG/PAL,8 eggs 4-6 inc,NA,
1617-93805,2000-06-26,N081,PC/KWD,Abandoned nest,NA,
1617-93808,2000-07-11,N222,BBB/KWD/BAP,8 eggs 22-24 inc,NA,
2437-54023,2000-06-12,N082,BAP/BBB/KWD,10 eggs 3 days inc,NA,
2437-54023,2000-06-22,N082,BAP/BBB/KWD,dep,NA,
1617-93806,2000-06-28,N111,BAP/PC/BBB  ,6 eggs 15 days inc,NA,
1617-93806,2000-07-11,N111,BBB/KWD/BAP,hatched ,NA,
1617-93807,NA,NA,NA,NA,There are no entries on this page,
1617-93809,NA,NA,NA,NA,There are no entries on this page,
