band_num,date_resighted,original_location_description,general_location,exact_location,status,comments
896-75755,1997-07-17,Pd1,NWA,pond 1,W11Ib's W18Ib-c,"""-LBOUALXZ -2XmaleN/t - +BROWHA"""
896-75755,1997-08-07,Pd1,NWA,pond 1,W50-51IIa-IIb's,"""+3femaleN/t-BRNOWHta,LBOUALXZ, 2female n/t"""
896-75755,1997-08-11,Pd1,NWA,pond 1,W14-IIc W10IIa,"""greater than or equal to BRNOWHT triangle - female n/t"""
896-75755,1998-04-29,SWPd1,NWA,pond 1,PR,"""@1755"""
896-75755,1998-05-07,Pd1S,NWA,pond 1,PR,"""@1410"""
896-75755,1998-05-08,Pd125s,NWA,pond 125,PR,"""@1120 (good)"""
896-75755,1998-05-12,Pd1S,NWA,pond 1,PR,"""@1315"""
896-75755,1998-05-17,Pd5,NWA,pond 5,PR,Date listed from May 17th-May19th
896-75755,1998-05-15,Pd1SW,NWA,pond 1,PR,"""@1803"""
896-75755,1998-05-28,Pd1SW,NWA,pond 1,PR,"""@1315"""
896-75755,1998-06-02,Pd1,NWA,pond 1,PR,"""@0920"""
896-75755,1998-06-08,Pd1W,NWA,pond 1,PR,"""@0824"""
896-75755,1998-06-15,Pd1W,NWA,pond 1,PR,"""@1640 (100%)"""
896-75755,1998-06-26,n326,NWA,unknown,6 eggs,"""@1600 (abandoned, human)"""
896-75174,1994-05-27,Pd1W,NWA,pond 1,"paired, copulating","""@1045"""
896-75176,1994-08-05,Pd4857,NWA,unknown,possibly with brood,"""caught in brood drive!"", ""nasal tags ripped off taking beak top with it."" ""some time previous to this capture"""
686-13933,1995-07-29,Pd79E,NWA,pond 79,4Ia's,"""@0930""; 4 years"
686-13933,1995-08-01,Pd78E,NWA,pond 78,4Ia's,"""@1620""; 4 years"
686-13933,1995-08-03,Pd78E,NWA,pond 78,4Ib's,4 years
686-13933,1995-08-04,Pd79E,NWA,pond 79,4Ib's,"""@0810""; 4 years"
686-13933,1995-08-06,Pd79E,NWA,pond 79,4IB's,4 years
686-13933,1995-08-07,Pd79E,NWA,pond 79,4IB's,"""@1031""; 4 years"
686-13933,1995-08-11,Pd79B,NWA,pond 79,4IB's,"""@1300""; 4 years"
686-13933,1995-08-15,Pd20,NWA,pond 20,W(wtYwtYfemaleLESC),"""@1218""; 4 years"
686-13933,1996-05-04,Pd70,NWA,pond 70,Paired,"""@1000"""
686-13933,1996-05-07,Pd67,NWA,pond 67,Paired,"""@1428"""
686-13933,1996-05-10,Pd26,NWA,pond 26,PR,"""@1015"""
686-13933,1996-05-10,Pd71,NWA,pond 71,PR,"""@0950"""
686-13933,1996-06-23,Pd70,NWA,pond 70,Alone,"""@1635"""
686-13933,1996-07-07,Pd79E,NWA,pond 79,W6Ia's,"""@0823"""
686-13933,1996-07-07,Pd79,NWA,pond 79,W6Ia's,"""@1003"""
686-13933,1996-07-15,Pd79E,NWA,pond 79,W6IA-B,"""@1639"""
686-13933,1996-07-19,Pd79E,NWA,pond 79,W6IB,"""@0900"""
686-13933,1996-07-13,Pd79E,NWA,pond 79,W6Ib,"""@0941"""
986-13988,1997-07-12,Skomar's pond,NWA,unknown,10Ia,"""@0943"""
986-13988,1997-07-26,Pd4156 Skomar's,NWA,unknown,W10Ic's,"""@2110"""
986-13988,1997-08-16,Pd4156 Skomar's,NWA,unknown,W9IIc,"""@0935"""
986-13988,1998-05-06,Pd26,NWA,pond 26,Alone,"""@1505"""
986-13988,1998-05-08,Pd6944,NWA,unknown,PR,"""@1135"""
986-13988,1998-05-22,Skomar's pond,NWA,unknown,PR,"""@0840"""
986-13988,1998-05-15,Pd66,NWA,pond 66,PR,"""@1926"""
986-13988,1998-05-28,Pd1SE,NWA,pond 1,PR,"""@1428"""
986-13988,1998-07-29,Pd Skomar's,NWA,unknown,2Ib/c,"""@0945"""
986-13988,1988-07-23,Skomar,NWA,unknown,2Ib,"""@1045"""
986-13988,1999-05-02,Pd65,NWA,pond 65,PR,"""@1823"""
986-13988,1999-05-12,Pd1E,NWA,pond 1,PR,"""poor"""
986-13988,1999-05-13,Skomar's,NWA,unknown,PR,"""good"""
986-13988,1999-05-17,Pd125,NWA,pond 125,PR,"""very good"""
986-13988,1999-05-27,Skomar's,NWA,unknown,PR,"""excellent"""
986-13988,1999-06-03,Pd1,NWA,pond 1,PR,"""@1058"""
686-13990,1997-07-09,Pd1,NWA,pond 1,W1IIa's,"""@1530"""
686-13990,1997-07-09,Pd1,NWA,pond 1,9Ia,"""@0635"""
686-13990,1997-07-15,Pd1,NWA,pond 1,"W17Ia's ""and white oval Lb1 oval""","writing on status unclear ""oval cold be eval, Lb1 could be LbL"
686-13990,1997-07-10,Pd1,NWA,pond 1,Almalgamated brood IIb's,"""@1230"""
686-13990,1997-07-10,Pd1,NWA,pond 1,W11Ia's,"""@1533"""
686-13990,1997-07-10,Pd1W,NWA,pond 1,W11Ia's,"""@1040"""
686-13990,1997-07-11,Pd1,NWA,pond 1,W11Ia,"""@1510"""
686-13990,1997-07-08,Nest,NWA,unknown,11 Hatched,"""@Morning"""
686-13990,1997-07-22,Pd1,NWA,pond 1,PR,"""@0939"""
686-13990,1997-07-28,Pd1,NWA,pond 1,W23Ia-b,"""BRO WHOUAL"" ""WHOUAL LBOUAL"" ""2X female N/t"" ""LBOUALX2"""
686-13990,1997-07-17,Pd1,NWA,pond 1,11-Ib's W18-Ib-c's,"""+WHOUAL LBOUAL"" ""3 female N/t"" ""@1230"""
686-13990,1997-08-07,Pd1,NWA,pond 1,W50-51IIa-IIb's,"""whoul LBOUAL, LBOUAL X2, 2 female N/t"""
686-13990,1997-08-11,Pd1,NWA,pond 1,W14-IIc 10IIa,"""Female wtoual lboual, Femela N/t"""
896-62884,1994-06-03,Pd70,NWA,pond 70,Paired,"""@0930"""
896-62884,1994-06-03,Pd66,NWA,pond 66,Paired,"""@1000"""
896-62884,1994-06-25,Pd70,NWA,pond 70,PR,"""@1708"""
896-62884,1994-07-12,Pd6,NWA,pond 6,Paired,"""@1115"""
896-62884,1994-07-10,Pd67,NWA,pond 67,PR,"""@1049""`"
896-62884,1994-07-12,Pd67,NWA,pond 67,PR,"""@1104"""
896-62884,1994-08-09,S of Pd90B,NWA,pond 90,10Ic's,"""@1230"""
896-62884,1994-07-06,S of Pd5338,NWA,unknown,PR,"""@1610"" ""Shot on 1994-12-30"
896-75202,1993-06-03,S-1,NWA,unknown,Nesting,"""4 eggs"""
896-75202,1993-06-06,S-1,NWA,unknown,Nesting,"""8 eggs"""
896-75202,1993-06-16,S-1,NWA,unknown,Nesting,"""10 eggs"""
896-75202,1993-06-22,Pd65,NWA,pond 65,Paired,"""Nest also visited, and find partially destroyed"""
896-75203,1993-02-16,"nS-3, NE Pd90",NWA,pond 90,Nesting,"""11 eggs""; written under status : ""scirpei's"". The writting is unclear"
896-75203,1993-06-23,nS-3,NWA,unknown,Flushed from nest,"""Captured and marked"""
896-75203,1994-05-13,Pond S of 90 (90A),NWA,unknown,Paired,"""@1105"""
896-75203,1994-06-03,Pond N of 6642,NWA,unknown,Paired,"""@1039"""
896-75203,1994-06-24,Pond 1,NWA,pond 1,Alone,"""@1800"""
896-75203,1994-07-14,Pond 90B,NWA,pond 90,1-IB,"""@1450"""
896-75203,1994-07-16,Pond 90A,NWA,pond 90,1-IA,"""@0924"""
896-75203,1994-07-25,Pd 90B,NWA,pond 90,5-IB,"""@1138"""
896-75203,1994-08-09,Pond S of 90B,NWA,unknown,5-IIA'S,"""@1230"""
896-75203,1995-04-20,Pd90B,NWA,pond 90,Paired,"""@1211"""
896-75203,1995-04-21,Pd90B,NWA,pond 90,Paired,"""@1700"""
896-75203,1995-04-21,Pd90B,NWA,pond 90,Paired,"""@1815"""
896-75203,1995-04-24,Pd90B,NWA,pond 90,Paired,"""@1630"""
896-75203,1995-04-25,Pd90B,NWA,pond 90,Paired,"""@1744"""
896-75203,1995-05-11,First Pd NE of BOUSS.,NWA,unknown,Paired,"""@0744"""
896-75203,1995-05-26,Pd90B,NWA,pond 90,PR,"""@1335"""
896-75203,1995-05-30,Pd90B,NWA,pond 90,PR,"""@1112"""
896-75203,1995-06-05,W of BOUSS.,NWA,unknown,PR,"""@1416"""
896-75203,1995-06-06,Pd90A,NWA,pond 90,PR,"""@1526"""
1016-61312,1997-07-26,Pd26,NWA,pond 26,W7Ia,"""Joint by BRO WHOUAL and N/t W7Ib's"
1016-61312,1997-07-22,Pd26,NWA,pond 26,W9Ia,"""@1515"""
1016-61312,1997-08-04,Pd67,NWA,pond 67,W9Ib-c,"""@1350"""
1016-61312,1998-05-05,Pd66,NWA,pond 66,PR,"""@0835"""
1016-61312,1998-05-19,Pd15,NWA,pond 15,PR,"""@1330"""
1016-61312,1998-05-22,pD3558,NWA,unknown,PR,"""@0837"""
1016-61312,1998-05-28,Pd1 SE,NWA,pond 1,PR,"""@1430"""
1016-61312,1998-05-31,Pd20,NWA,pond 20,PR,"""@1220"""
1016-61312,1998-06-02,Pd20,NWA,pond 20,PR,"""@0750"""
1016-61312,1998-06-05,Pd20,NWA,pond 20,PR,"""@0815"""
1016-61312,1998-06-15,Pd20,NWA,pond 20,PR,"""@1630"""
1016-61313,1997-08-08,Pd90,NWA,pond 90,W10Ic,"""@0945"""
1016-61313,1997-07-23,Pd90,NWA,pond 90,W9Ia,"""@0820"""
1016-61313,1997-07-28,Pd90,NWA,pond 90,W9Ia,"""@0950"""
1016-61313,1997-08-11,Pd90,NWA,pond 90,W31Ia/c,"""@0935"" ""W2 female N/t"
1016-61313,1997-08-14,Pd6136,NWA,unknown,W8Ic's,"""@0850"""
1016-61313,1998-05-03,Pd90,NWA,pond 90,PR,"""@1015"""
1016-61313,1998-05-08,Pd97,NWA,pond 97,PR,"""(very good)"""
1016-61313,1998-05-11,Pd97,NWA,pond 97,PR,"""@1240"""
1016-61313,1998-05-12,P125N,NWA,pond 125,PR,"""@0900"""
1016-61313,1998-05-12,P/W,NWA,unknown,PR,"""@1035"""
1016-61313,1998-05-12,P/S,NWA,unknown,PR,"""@1215"""
1016-61313,1998-05-22,Pd98,NWA,pond 98,PR,"""@0845"""
1016-61313,1998-06-02,Pd97,NWA,pond 97,PR,"""@0915"""
1016-61314,1997-06-28,Pd1,NWA,pond 1,W15Ia-b,"""LDOUALWO, 1Qnt"""
1016-61314,1997-08-04,Pd4717,NWA,unknown,alone,"""@1030"""
1016-61314,1998-05-12,Pd1SE end,NWA,pond 1,PR,"""@1015"""
1016-61314,1998-05-15,Pd1SW end,NWA,pond 1,PR,"""@1806"""
1016-61314,1998-05-28,P1SE,NWA,pond 1,PR,"""@1429"""
1016-61314,1998-06-02,Pd1,NWA,pond 1,PR,"""@1253"""
1016-61314,1998-06-08,Pd1E,NWA,pond 1,PR,"""@0830"""
1016-61314,1998-06-09,Pd1NE,NWA,pond 1,PR,"""@1153"""
1016-61314,1998-06-15,Pd7W,NWA,pond 7,PR,"""@1625"""
1016-61314,1998-06-30,n371,NWA,unknown,7 eggs,"""@1400"""
1016-61314,1998-07-30,n71,NWA,unknown,10 eggs pipped,"""@1000"""
1016-61314,1998-08-11,Pd1E,NWA,pond 1,continued,"""@1230; 9 hens + 61 Ib's-IIb's"" "
1016-61314,1998-08-21,Pd1E,NWA,pond 1,W/~82Ic-IIc ducklings,"""@1050; independently read by both observers"""
1016-61314,1999-04-29,Pd1E,NWA,pond 1,PR,"""100% @ 1838"""
1016-61314,1999-05-02,Pd1E,NWA,pond 1,PR,"""@2008"""
1016-61314,1999-05-17,Pd1,NWA,pond 1,PR,"""very good"""
1016-61314,1999-05-19,Pd1,NWA,pond 1,PR,"""very good' @0840"""
1016-61314,1999-05-20,Pd1E,NWA,pond 1,PR,"""@0938"""
1016-61314,1999-05-27,Pd1W,NWA,pond 1,PR,"""@1118"""
1016-61314,1999-05-31,Pd1,NWA,pond 1,PR,"""@0850; good"""
1016-61314,1999-06-21,Pd1E,NWA,pond 1,PR,"""v.g."""
1016-61314,1999-06-23,Pd1E,NWA,pond 1,PR,"""@1540"""
1016-61314,1999-07-12,Pd1,NWA,pond 1,alone,"""@0818"""
1016-61314,1999-07-05,Pd1,NWA,pond 1,PR,"""100%"""
1016-61314,2000-05-26,Pd1E,NWA,pond 1,PR,"""1035; good, fair"""
1016-61314,2000-06-01,1W,NWA,unknown,PR,"""@1240; v.g."""
1016-61314,2000-06-07,1E,NWA,unknown,PR,"""@0825; 100%"""
1016-61314,2000-07-21,Pd1,NWA,pond 1,PR,"""@1420; g"""
1016-61314,2000-07-07,Pd1,NWA,pond 1,PR,"""@1230"""
1016-61314,2000-08-11,Pd1,NWA,pond 1,W/27Ic-IIa and 1Ia,"""w/1b0 female WH [triangle symbol]"""
1016-61314,2000-05-26,Pd1E,NWA,pond 1,PR,"""@1035"" ""Good, fair"""
1016-61314,2000-06-01,Pd1W,NWA,pond 1,PR,"""@1240"" ""V.G."""
1016-61314,2000-06-07,Pd1E,NWA,pond 1,PR,"""@0825"" ""100%"""
1016-61314,2000-06-21,Pd1,NWA,pond 1,PR,"""@1420"" ""G"""
1016-61314,2000-07-25,n201,NWA,unknown,"9 eggs, 15-16 ","""We could't read the symbol after the numbers under STATUS"""
1016-61314,2000-08-11,Pd1,NWA,pond 1,With 27Ic/IIa and 1IIa,"""With 1b o female wh triangle symbol"
1016-61317,1997-08-06,Pd6751,NWA,unknown,Female alone,"""@0947"""
1016-61317,1998-05-08,Pd1255,NWA,unknown,PR,"""@1055"" ""100%"""
1016-61317,1998-05-22,Pd1E,NWA,pond 1,PR,"""@0845"""
1016-61317,1998-05-28,Pd1SW end,NWA,pond 1,PR,"""@1315"""
1016-61317,1998-06-08,Pd1E,NWA,pond 1,PR,"""@0832"""
1016-61317,1999-04-27,Pd1W,NWA,pond 1,PR,"""@1030"" ""Good"""
1016-61317,1999-08-29,Pd1255,NWA,unknown,PR,"""@1255"" ""v. g."""
1016-61317,1999-05-05,Pd1255,NWA,unknown,PR,"""v. g."""
1016-61317,1999-05-12,Pd125,NWA,pond 125,PR,"""@0934"""
1016-61317,1999-05-23,Pd1255,NWA,unknown,PR,"""@1730"""
1016-61317,1999-06-11,Pd125,NWA,pond 125,PR,"""v. g."""
1016-61317,1999-07-04,Pd1,NWA,pond 1,PR,"""@1537"""
1016-61317,2000-05-13,Pd6751,NWA,unknown,PR,"""Very good"""
1016-61317,2000-05-17,Pd6751,NWA,unknown,PR,"""G, @2025"""
1016-61317,2000-05-18,Pd6751,NWA,unknown,PR,"""Exc, @2015""`"
1016-61317,2000-05-26,Pd125,NWA,pond 125,PR,"""@0945, Excellent"""
1016-61317,2000-06-07,Pd125N,NWA,pond 125,PR,"""@1140"" ""Excellent"""
1016-61317,2000-06-07,Pd125,NWA,pond 125,PR,"""@0955"" ""v. g"""
1016-61317,2000-07-11,Pd125,NWA,pond 125,PR,"""@1230"" ""Excellent"""
1016-61320,1997-07-28,Pd1,NWA,pond 1,Alone,"""@0915"""
1016-61320,1997-07-28,Pd125N,NWA,pond 125,With female N/t,"""@1150"""
1016-61322,1997-07-27,Pd1,NWA,pond 1,W13 Ia,"""@1436"""
1016-61322,1997-07-28,Pd1,NWA,pond 1,W15Ia-b,"""BROUAL WH triangle symbol; 1 female N/t"""
1016-61322,1997-08-05,Pd125N,NWA,pond 125,W28Ia/b,"""2 female N/t"""
1016-61322,1997-08-07,Pd125N,NWA,pond 125,W40Ib/c,"""2 female N/t"" ""@0844"""
1016-61322,1997-08-08,Pd09,NWA,unknown,W32Ib/c + 2 female N/t,"""@0845"""
1016-61322,1997-08-11,Pd90,NWA,pond 90,W8Ib,"""@0935"""
1016-61322,1997-08-20,Pd90,NWA,pond 90,W9IIa,"""other female W9Ic""s and outher felame w7IIa's"
1016-61322,1998-04-29,Pd7040,NWA,unknown,PR,"""@0954"""
1016-61323,1997-07-28,Pd1,NWA,pond 1,W44 ducklings; 23Ia-b; 21IIa,"Regarding ducklings, WHOUAL, LBOUAL; 2X female N/t; LBOUALX2"" ""BRO WH triangle symbol"""
1016-61323,1998-05-05,Pd7040,NWA,unknown,PR + 1,"""@1018"""
1016-61347,1998-07-29,Pd1,NWA,pond 1,Continued,"""@0945"" ""With 18Ic"""
1016-61347,1998-08-11,Pd1,NWA,pond 1,Continued,"""@1230"" ""With 9 hens 61Ib-IIb"
1016-61347,1998-08-21,Pd1E,NWA,pond 1,With ~ 82Ic-IIc Ducklings,"""@1050"" ""Independently read by both observers"""
1016-61348,1998-07-29,Pd1W,NWA,pond 1,Continued,"""@9035"" ""With 3 hens (Marked) and 30 Ia-b's"""
1016-61348,1998-07-26,n370,NWA,unknown,Web tagged,"""8eggs, 7 tagged, 8th egg not ready"
1016-61348,1998-08-11,Pd1E,NWA,pond 1,Continued,"""@1230"" ""61 duckling (Ib-IIb) (9 hens)"""
1016-61348,1999-04-26,Pd1W,NWA,pond 1,Copulating!,"""@1334"""
1016-61348,1999-04-27,Pd1W,NWA,pond 1,PR,"""@1030, fair"""
1016-61348,1999-04-29,Pd1W,NWA,pond 1,PR,"""@1910"""
1016-61348,1999-05-02,Pd1W,NWA,pond 1,PR,"""@1930"" ""very good"""
1016-61348,1999-05-19,Pd1W,NWA,pond 1,PR,"""@0835"""
1016-61348,1999-05-20,Pd1W,NWA,pond 1,PR,"""@0938"""
1016-61348,1999-05-27,Pd1W,NWA,pond 1,PR,"""@1120"""
1016-61348,1999-05-28,Pd1S,NWA,pond 1,PR,"""@0820"""
1016-61348,1999-05-31,Pd1NW,NWA,pond 1,PR,"""@0855"""
1016-61348,1999-06-02,Pd1,NWA,pond 1,PR,"""@1510"""
1016-61348,1999-06-03,Pd1,NWA,pond 1,PR,"""@1156"""
1016-61348,1999-06-14,Pd1,NWA,pond 1,PR,"""@0858"""
1016-61348,1999-06-10,Pd1,NWA,pond 1,PR,"""@1410, good"""
1016-61348,1999-07-21,Pd1,NWA,pond 1,PR,"""@0945, with Ia's"""
1016-61348,1999-07-23,Pd1,NWA,pond 1,PR,"""1446"" ""With 17Ia's and b's"""
1016-61348,1999-08-17,Pd1,NWA,pond 1,PR,"""@1527 with 16 IIa"""
1016-61348,2000-05-02,Pd1E,NWA,pond 1,PR,"""good"" ""@1555"""
1016-61348,2000-05-04,Pd1W,NWA,pond 1,PR,"""good"" ""@0837"""
1016-61348,2000-05-13,Pd1E,NWA,pond 1,PR + 1 MALE,"""good"" ""@1427"""
1016-61348,2000-05-17,Pd1W,NWA,pond 1,PR,"""very good"" ""@2023"""
1016-61348,2000-05-19,Pd1S,NWA,pond 1,PR,"""excellent"" ""@0959"""
1016-61348,2000-05-24,Pd1W,NWA,pond 1,PR,"""very good"" ""@0747"""
1016-61348,2000-06-01,Pd1S,NWA,pond 1,PR,"""very good "" ""@1303"""
1016-61348,2000-06-07,Pd1W,NWA,pond 1,PR,"""@0722"""
1016-61348,2000-06-21,Pd1,NWA,pond 1,PR,"""@1440"" Very good"""
1016-61348,2000-06-23,Pd1W,NWA,pond 1,PR,"""@1255"" ""vg/g"""
1016-61348,2000-06-24,Pd1W,NWA,pond 1,PR,"""@1130 vg"""
1016-61348,2000-06-25,Pd1E,NWA,pond 1,PR,"""@1230 vg"""
1016-61348,2000-07-07,n125 island,NWA,unknown,"10 eggs, 6 days inc.","""@100%"""
1016-61348,2000-08-11,Pd1,NWA,pond 1,with 22 Ic-IIa and Ia,"""with BROUAL WH trinagle symbol"""
1016-61351,1999-04-26,Pd1E,NWA,pond 1,PR,"""@1446 and 1726"""
1016-61351,1999-04-26,Pd65,NWA,pond 65,PR,"""@1850"""
1016-61351,1999-04-27,Pd1E,NWA,pond 1,PR,"""@1250"""
1016-61351,1999-05-05,125N,NWA,unknown,PR,"""vg"""
1016-61351,1999-05-17,Pd1,NWA,pond 1,PR,"""vg"""
1016-61351,1999-05-27,Pd1W,NWA,pond 1,PR,"""@0943"""
1016-61351,1999-06-02,Pd1W,NWA,pond 1,PR,"""@1147"""
1016-61351,1999-06-11,Pd15,NWA,pond 15,PR,"""@0720"""
1016-61351,1999-06-18,Pd1E,NWA,pond 1,PR,"""@1540"""
1016-61351,1999-07-04,Pd1NE,NWA,pond 1,PR,"""@1500"""
1016-61351,1999-07-13,Pd1E,NWA,pond 1,Female,"""@1332"""
1016-61351,1999-06-27,Pd1E,NWA,pond 1,Female,"""@1148"""
1016-61352,1999-04-29,Pd1W,NWA,pond 1,PR,"""@1520 U.G."""
1016-61352,1999-04-29,Pd1N,NWA,pond 1,2 +1,"""@1926 %100"""
1016-61352,1999-05-02,Pd1E,NWA,pond 1,PR,"""@1959"""
1016-61352,1999-05-19,Pd1W,NWA,pond 1,PR,"""@0835"""
1016-61352,1999-05-20,Pd5338,NWA,unknown,PR,"""@1127"""
1016-61352,1999-05-20,Pd7079,NWA,unknown,PR,"""@0855"""
1016-61352,1999-05-30,Pd20,NWA,pond 20,PR,"""@1520 v.g."""
1016-61352,1999-06-10,Pd1W,NWA,pond 1,1 female,"""@1420 fair"""
1016-61352,1999-06-04,Pd65,NWA,pond 65,PR,"""@1543 v.g."""
1016-61352,2000-07-17,"Pd84, n239",NWA,pond 84,trapped,"""lost tags, Nares ripped, can't retag"""
1016-61365,1998-07-29,Pd1N,NWA,pond 1,cont,"""@0935, with 3 other marked hens and 3 Icelos"""
1016-61365,1998-07-15,Pd1N,NWA,pond 1,cont,"""hen alone"""
1016-61365,1998-07-24,377i,NWA,unknown,11@webtag,"""2 rotten (3 hatched, 6 dead);"" Under location: ""i"" might be a semi-colon"
1016-61365,1998-08-11,Pd1E,NWA,pond 1,cont,"""@1230 with 9 hens and 61 ducklings (Ib-IIb)"""
1016-61365,1999-04-27,Pd1W,NWA,pond 1,PR,"""@1130"""
1016-61365,1999-05-07,Pd1W,NWA,pond 1,PR,"""@1330"", ""BR triangle symbol ? y?"""
1016-61365,1999-05-12,Pd1W,NWA,pond 1,PR,"""BRY?"""
1016-61370,1998-07-29,Pd1,NWA,pond 1,cont,"""@1000 with 1 marked hen and 18 Ic"""
1016-61370,1998-08-11,Pd1,NWA,pond 1,cont,"""@1213 with 9 hens and 61 ducklings (Ib-IIb)"
1016-61370,1998-08-21,Pd1E,NWA,pond 1,with/~82Ic-IIc duckling,"""""1015 independently read by both"""
1016-61370,1999-05-07,Pd1W,NWA,pond 1,PR,"""@1330 BRY? triangle symbol?"""
1016-61370,1999-05-12,Pd1W,NWA,pond 1,PR,"""BRY? BR triangle symbol?"""
1016-61370,1999-05-19,Pd1W,NWA,pond 1,PR,"""@0834"""
1016-61370,1999-05-20,Pd6136,NWA,unknown,PR,"""@0858"""
1016-61370,1999-06-11,Pd1W,NWA,pond 1,PR,"""vg"""
1016-61370,1999-06-25,Pd1W,NWA,pond 1,PR,"""@0920 100%"""
1016-61370,1999-06-10,Pd1W,NWA,pond 1,PR,"""@1425 fair"""
1016-61370,1999-07-21,Pd1,NWA,pond 1,female,"""@1446 with 12 IA's"""
1016-61370,1999-07-23,Pd1,NWA,pond 1,female,"""@0949 with 17Ia's and Ib's"""
1016-61370,1999-08-17,Pd1,NWA,pond 1,female,"""@1527 wtih 16IIA's"""
1016-61370,1999-08-20,Pd1,NWA,pond 1,female,"""@0925 with 16"""
1016-61370,2000-07-27,island n211,NWA,unknown,23 days 5 Inc 11 eggs,"""had lost tags - same combo placed again"""
1016-61375,1998-07-28,Pd1W,NWA,pond 1,cont,"""10 duckling Ia with other Hen @13:20"""
1016-61375,1998-07-29,PdW1,NWA,unknown,cont,"""10 Ia's @8:45"""
1016-61375,1998-07-22,N367,NWA,unknown,10 eggs,"""@9:00"""
1016-61375,1998-08-11,Pd1E,NWA,pond 1,61 ducklings and 9 hens,"""@1230 (Ib's-IIb)"""
1016-61375,1998-08-21,Pd1E,NWA,pond 1,82 Ic-IIC ducklings,"""Independently read by both"""
1016-61376,1998-07-29,Pd1N,NWA,pond 1,cont,"""@0950 with 3 other marked birds and 30 I at b's"""
1016-61376,1998-07-22,N365,NWA,unknown,9 eggs,"""(missed web tagging)"""
1016-61376,1998-08-11,Pd1E,NWA,pond 1,61 ducklings and 9 hens,"""@12:30"""
1016-61376,1998-08-21,Pd1E,NWA,pond 1,82 Ic-IIc ducklings,"""@1050 independently read by both"""
1016-61376,1998-09-02,Pd1E,NWA,pond 1,with 89 others,"""@1000"""
1016-61376,1998-09-10,Pd1E,NWA,pond 1,with 79 other LESC,"""@1025"""
1016-61376,1998-09-11,Pd1,NWA,pond 1,with 75 other LESC,"""@AM"""
1016-61380,1998-07-28,N388I,NWA,unknown,7 eggs,"""@1020"""
1016-61380,1998-07-30,N388I,NWA,unknown,webtag ,"""7 eggs"""
1016-61380,1998-08-11,Pd1E,NWA,pond 1,with 61 ducklings and 9 hens,"""@1230"""
1016-61382,1998-07-29,N438,NWA,unknown,7 eggs,"""@1130 (Depred)"""
1016-72006,1997-07-23,Pd5338,NWA,unknown,With female N/t,"""@0845"""
1016-72006,1997-08-04,Pd6317,NWA,unknown,alone,"""@1020"""
896-75203,1995-06-08,Pd90B,NWA,pond 90,Pr + 10-7,"""@1430; greater than or equal to 3 years"""
896-75203,1995-06-09,Pd90B,NWA,pond 90,Re,"""@1515"""
896-75205,1993-07-06,N5-6,NWA,unknown,nesting,"""8 eggs"""
896-75205,1993-07-08,N5-6,NWA,unknown,nesting,"""mist net used"""
896-75205,1993-07-09,Pd65,NWA,pond 65,alone,"""@1000"""
896-75205,1993-07-09,Pd65,NWA,pond 65,alone,"""@1400 (abandoned nest)"""
896-75205,1994-05-13,Pd79E,NWA,pond 79,PR,"""A.M."""
896-75205,1994-05-13,Pd20,NWA,pond 20,PR,"""@1700"""
896-75205,1994-06-04,Pd5338,NWA,unknown,"""?""","""@1122"""
896-75205,1994-06-23,Pd5056,NWA,unknown,no drake within 10m,"""@0730"""
896-75205,1994-06-21,Pd67,NWA,pond 67,PR,"""@2057"""
896-75205,1994-06-18,Pd6751,NWA,unknown,PR,"""@0847"""
896-75205,1994-06-18,Pd5338,NWA,unknown,PR,"""@0950"""
896-75205,1994-06-22,Pd5056,NWA,unknown,PR,"""@2005"""
896-75205,1994-07-09,Pd67,NWA,pond 67,PR,"""@2035"""
896-75205,1994-07-14,Pd4437,NWA,unknown,alone,"""@1618"""
896-75222,1994-08-09,S of Pd90B,NWA,pond 90,alone,"""@1230"""
896-75223,1994-07-26,Pd20,NWA,pond 20,8IA's,"""@1211"""
896-75258,1994-08-09,S of Pd90B,NWA,pond 90,2 III's,"""@1347"""
896-75276,1995-04-29,Pd66,NWA,pond 66,PR,"""@1338"""
896-75276,1995-04-30,Pd66,NWA,pond 66,PR,"""@1134"""
896-75276,1995-05-09,Pd65,NWA,pond 65,PR and 1 male,"""@1458"""
896-75276,1995-05-10,Pd20,NWA,pond 20,PR,"""@1141"""
896-75276,1995-05-11,Pd20,NWA,pond 20,PR,"""@0810"""
896-75276,1995-05-24,Pd20W,NWA,pond 20,PR,"""@1400"""
896-75276,1995-06-01,Pd4857,NWA,unknown,PR,"""@1503"""
896-75276,1995-06-06,Pd4857,NWA,unknown,PR,"""@1400"""
896-75276,1995-06-07,Pd4857,NWA,unknown,PR,"""@1140"""
896-75276,1995-06-13,N192,NWA,unknown,Nesting,"""@1319"""
896-75276,1995-06-13,Pd4857,NWA,unknown,PR,"""@1206"""
896-75276,1995-06-26,Pd20,NWA,pond 20,PR,"""@1206"""
896-75276,1995-07-02,Pd4857,NWA,unknown,alone,"""@1701"""
896-75276,1995-07-09,Pd20,NWA,pond 20,alone,"""@0830"""
896-75276,1995-07-10,Pd4857,NWA,unknown,alone,"""@1750"""
896-75276,1995-07-15,Pd4857,NWA,unknown,10Ia's,"""@1445"""
896-75276,1995-07-16,Pd4857,NWA,unknown,10Ia's,"""@1400"""
896-75276,1995-07-18,Pd4857,NWA,unknown,12Ia's,"""@0915"""
