"","band_num","date_resighted","location","observer","status","comments","Other.notes..there.are.sometimes.handwritten.notes.such.as.the.one.in.this.binder.before.page.49","Brood.instead.of.Resightings","X","X.1","X.2","X.3"
"228","1337-44700","1984-06-20","p66","JEG","with 7 yng",NA,NA,NA,NA,NA,NA,NA
"229","1337-44700","1984-06-26","p65","JEG","with 7 yng (IIc)","""32 days after hatch""",NA,NA,NA,NA,NA,NA
"230","1337-44700","1984-07-03","p65","JTJ","brood not seen",NA,NA,NA,NA,NA,NA,NA
"231","1337-44700","1984-07-09","p65","JMS",NA,NA,NA,NA,NA,NA,NA,NA
"232","1337-44700","1984-07-11","p65","MRM,JEG,JMS,JTJ","5 yng caught in drive trap (2 females and 3 males)","""47 days after hatch""",NA,NA,NA,NA,NA,NA
"233","1337-44700","1984-08-01","p50","JEG","loafing on mudfloat with 6 males and 10 hens or juv (all unmarked)","",NA,NA,NA,NA,NA,NA
"234","1337-44700","1984-08-02","p50","JMS","with orange y-white y and blue y-orange y","",NA,NA,NA,NA,NA,NA
"235","1337-44728","1984-07-23","p1","JMS","?",NA,NA,NA,NA,NA,NA,NA
"236","1337-44733","1984-06-05","n21 NW hayfield","MRM,JEG,JMS,JTJ","flushed from nest ","""transmitter apparently dead- no signal radio still on bird""",NA,NA,NA,NA,NA,NA
"237","1337-44733","1984-06-11","slough partially in NW corner of area","MRM,JMS,JTJ","?","bird not seen- she as able to remove transmitter, transmitter recovered"" ",NA,NA,NA,NA,NA,NA
"238","1337-44733","1984-07-05","p50","JEG,JMS","with marked female mal (yellow disc-yellow disc)",NA,NA,NA,NA,NA,NA,NA
"239","1337-44733","1984-07-12","p50","JTJ","alone",NA,NA,NA,NA,NA,NA,NA
"240","1337-44733","1985-05-14","n50 (3 eggs) 15 m NW of pond 39","JEG,JMS,BWJ","flushed from nest ",NA,NA,NA,NA,NA,NA,NA
"241","1337-44733","1985-06-11","n50 (10 eggs)","JMS","trapped on nest ","""nest apparently hatched when visited June 19"",""no young web tagged""",NA,NA,NA,NA,NA,NA
"242","1337-44733","1985-07-08","p50","EHD","alone","""acting broody, feigning""",NA,NA,NA,NA,NA,NA
"243","1337-44733","1985-08-08","p66","TGJ,JBI",NA,NA,NA,NA,NA,NA,NA,NA
"244","1337-44733","1985-08-08","p50","RGC",NA,"""no brood seen"", seen is underlined ",NA,NA,NA,NA,NA,NA
"245","1337-44733","1985-08-13","p66","TGJ,EHD",NA,NA,NA,NA,NA,NA,NA,NA
"246","1337-44733","1987-10-14","p25","RGC","alone",NA,NA,NA,NA,NA,NA,NA
"247","1337-44734","1984-06-05","hayfield W of 79","MRM,JMS,JEG,JTJ","? alone","""flushed from hayfield""",NA,NA,NA,NA,NA,NA
"248","1337-44734","1984-06-07","large slough 1km S, .75 km W of main grid road undersection at South end of area ","JEG,JTJ","?","""did not see bird-picked up signal only""",NA,NA,NA,NA,NA,NA
"249","1337-44734","1984-06-11","same as above","MRM,JMS,JTJ","?","""bird not seen-transmitter recovered-bird removed transmitter""",NA,NA,NA,NA,NA,NA
"250","1337-44734","1984-07-26","p65","JMS,JTJ","with 4 yng (Ib)",NA,NA,NA,NA,NA,NA,NA
"251","1337-44734","1984-08-14","p25","MRM",NA,NA,NA,NA,NA,NA,NA,NA
"252","1337-44746","1984-06-14, 0730","n25 N of #1","JEG,JMS,JTJ","on nest ","""hatch 14 June - 9 eggs all hatch""",NA,NA,NA,NA,NA,NA
"253","1337-44746","1984-06-14, 1400","p125","JEG,JMS","with at least 6 young ",NA,NA,NA,NA,NA,NA,NA
"254","1337-44746","1984-06-15","p125","JEG,JMS","transmitter signal picked up... female not seen ... at least 5 yng (one of these was dead in drive trap)","",NA,NA,NA,NA,NA,NA
"255","1337-44746","1984-06-16","p125","JTJ","at least 5 yng",NA,NA,NA,NA,NA,NA,NA
"256","1337-44746","1984-06-18","p125","JEG","8 ducklings feeding in open with female (1130) radio 10 hanging from birds neck- back loop is hanging free",NA,NA,NA,NA,NA,NA,NA
"257","1337-44746","1984-06-19","p125","JEG","8 ducklings feeding... female not visible ",NA,NA,NA,NA,NA,NA,NA
"258","1337-44746","1984-06-20","p125","JEG","8 ducklings... female not visible",NA,NA,NA,NA,NA,NA,NA
"259","1337-44746","1984-06-21","p125","JEG,MRM","no yng visible ",NA,NA,NA,NA,NA,NA,NA
"260","1337-44746","1984-06-25","p124","JTJ,JMS",NA,NA,NA,NA,NA,NA,NA,NA
"261","1337-44746","1984-06-26,1015","signal from slough off area - E of 94","MRM,JEG","not observed",NA,NA,NA,NA,NA,NA,NA
"262","1337-44746","1984-06-26, 1915","p125","JEG","with 8 young",NA,NA,NA,NA,NA,NA,NA
"263","1337-44746","1984-06-27, 0655","p125","JEG","no yng visible ","""female flushed from hayfield about 20 m N of N end of slough""",NA,NA,NA,NA,NA,NA
"264","1337-44746","1984-06-27, 2055","p125","JEG","6 yng visible ","""female flushed from trail beside 125 and flew into slough""",NA,NA,NA,NA,NA,NA
"265","1337-44746","1984-06-28, 0640","S end of #125","JEG","no yng visible ",NA,NA,NA,NA,NA,NA,NA
"266","1337-44746","1984-06-29","p125","JMS",NA,"""bird not seen""",NA,NA,NA,NA,NA,NA
"267","1337-44746","1984-07-03","p125","MRM,JEG","8 young (IIa)","""female flushed by observers- at lease one foot is tangled in back loop of radio"", ""20 days after hatch""",NA,NA,NA,NA,NA,NA
"268","1337-44746","1984-07-04","p125","JMS",NA,NA,NA,NA,NA,NA,NA,NA
"269","1337-44746","1984-07-05","p125","JEG","4 yng.",NA,NA,NA,NA,NA,NA,NA
"270","1337-44746","1984-07-10","p125","JEG,MRM",NA,"""bird flushed by observers- feet no longer caught in back harness""",NA,NA,NA,NA,NA,NA
"271","1337-44746","1984-07-12","island on pd. #1","JMS","?","""bird not seen- no brood observed""",NA,NA,NA,NA,NA,NA
"272","1337-44746","1984-07-16","N end of pd #1","JEG",NA,"""bird not seen""",NA,NA,NA,NA,NA,NA
"273","1337-44746","1984-07-17","island on pd. #1","JMS",NA,"""bird not seen""",NA,NA,NA,NA,NA,NA
"274","1337-44746","1984-07-23","N end of pd #1","JMS",NA,NA,NA,NA,NA,NA,NA,NA
"275","1337-44746","1984-07-26","p125","JEG","alone","""observed bird feeding- radio still hanging from neck""",NA,NA,NA,NA,NA,NA
"276","1337-44746","1984-07-31","p125","JMS",NA,NA,NA,NA,NA,NA,NA,NA
"277","1337-44746","1984-08-01","flew from #1 to #125","JEG",NA,NA,NA,NA,NA,NA,NA,NA
"278","1337-44746","1985-06-20","6847","JEG","with brood of 10 young (class Ib)","",NA,NA,NA,NA,NA,NA
"279","1337-44751","1984-06-26, 0715","signal coming from E of house ","MRM,JEG","unknown ","""bird not seen""",NA,NA,NA,NA,NA,NA
"280","1337-44751","1984-06-26, 0740","4th slough 1/2 mi N of area, E side of grid road\","MRM, HEG","alone","""bird flushed, flew S 1/2 mi to another slough along road""",NA,NA,NA,NA,NA,NA
"281","1337-44751","1984-06-26, 1330","off area- same general area as above","MRM,JEG","unknown ","""bird not seen""",NA,NA,NA,NA,NA,NA
"282","1337-44751","1984-06-26, 1850","signal coming from East of house ","JEG","unknown ","""bird not seen""",NA,NA,NA,NA,NA,NA
"283","1337-44751","1984-06-27, 0530","N of house, along grid road","JEG","unknown ","""bird not seen""",NA,NA,NA,NA,NA,NA
"284","1337-44751","1984-06-27, 1200","same as 26 June 0740 observation","JEG","alone","""her nest is destroyed""",NA,NA,NA,NA,NA,NA
"285","1337-44751","1984-06-27, 2020","N of house, along grid road","JEG","unknown ","""bird not seen""",NA,NA,NA,NA,NA,NA
"286","1337-44751","1984-06-28, 0530","same as above","JEG","unknown ","""bird not seen""",NA,NA,NA,NA,NA,NA
"287","1337-44751","1984-06-28, 0930","slough 1/2 mi N of area on E side ","JTJ","alone","""flushed, flew onto study area, vicinity of her nest site""",NA,NA,NA,NA,NA,NA
"288","1337-44751","1984-06-29","slough 1km N of area E side of grid road","JMS","unknown ","""bird not seen""",NA,NA,NA,NA,NA,NA
"289","1337-44751","1984-07-03, 0730","N of house, off area","MRM, JEG","unknown ","""bird not seen""",NA,NA,NA,NA,NA,NA
"290","1337-44751","1984-07-04, 0915","1km N of house along grid road","JMS",NA,NA,NA,NA,NA,NA,NA,NA
"291","1337-44751","1984-07-05","N of house, off area","JEG","unknown ","""bird not seen""",NA,NA,NA,NA,NA,NA
"292","1337-44751","1984-07-09","slough 1km N of house ","JMS","alone","""bird flushed by observer""",NA,NA,NA,NA,NA,NA
"293","1337-44751","1984-07-10","same as above","JEG","unknown ","""bird not seen""",NA,NA,NA,NA,NA,NA
"294","1337-44751","1984-07-12","1 1/4 mi NW of house","JMS",NA,NA,NA,NA,NA,NA,NA,NA
"295","1337-44751","1984-07-17","on slough off NW corner of area ","JMS",NA,NA,NA,NA,NA,NA,NA,NA
"296","1337-44751","1984-07-19","on slough 1 mi N and 1 mi W of area","JMS,JEG",NA,"""bird not seen""",NA,NA,NA,NA,NA,NA
"297","1337-44751","1984-07-23","1 1/4 mi NW of house","JMS",NA,NA,NA,NA,NA,NA,NA,NA
"298","1337-44751","1984-07-26","2 mi WNW of house","JMS",NA,NA,NA,NA,NA,NA,NA,NA
"299","1337-44751","1984-07-31","1 1/2 mi NW of house","JMS",NA,NA,NA,NA,NA,NA,NA,NA
"300","1337-44752",NA,NA,NA,NA,"""THIS BIRD HATCHED FROM NEST #2. THE ADULT FEMALE OF NEST #2 IS BLUE TRI-BLUE TRI""",NA,NA,NA,NA,NA,NA
"301","1337-44752","1984-07-24","p65","JMS,MRM,JEG,JTJ","caught by dogs while drive trapping ",NA,NA,NA,NA,NA,NA,NA
"302","1337-44752","1984-08-02","P50","JMS","with blue tri-blue tri and blue y-orange y",NA,NA,NA,NA,NA,NA,NA
"303","1337-44755",NA,NA,NA,NA,"""THIS BIRD HATCHED FROM NEST #2. THE ADULT FEMALE OF NEST #2 IS BLUE TRI-BLUE TRI""",NA,NA,NA,NA,NA,NA
"304","1337-44755","1984-08-02","p50","JMS","with blue tri-blue tri and orange y-white y",NA,NA,NA,NA,NA,NA,NA
"305","1337-44755","1984-09-24","p65","MRM","(with unmarked female)",NA,NA,NA,NA,NA,NA,NA
"306","1337-44755","1984-10-02","p50","MRM","(with unmarked female)",NA,NA,NA,NA,NA,NA,NA
"307","1337-44755","1995-10-21",NA,NA,NA,"""Tinley Park, Illinois (shot) 11 yrs old"", ""stainless steel pin and a small ball of orange plastic on the right side and an unidentifiable colour was on the left side!"", ""letter returned by hunter who shot bird reported this!""",NA,NA,NA,NA,NA,NA
"308","1337-44760",NA,NA,NA,NA,"""BIRD RELASED ON POND #1 AFTER BANDING""",NA,NA,NA,NA,NA,NA
"309","1337-44760","1984-07-26","p125","JEG","with blue y-white y",NA,NA,NA,NA,NA,NA,NA
"310","1337-44761",NA,NA,NA,NA,"""BIRD RELASED ON POND #1 AFTER BANDING""",NA,NA,NA,NA,NA,NA
"311","1337-44761","1984-07-24","p1","MRM,JEG,JMS,JTJ","caught by dogs while drive trapping ",NA,NA,NA,NA,NA,NA,NA
"312","1337-44761","1984-08-01","p1","JEG","feeding with 1 unmarked mallard ",NA,NA,NA,NA,NA,NA,NA
"313","1337-44761","1984-08-08","p125","MRM ","with 3 males and 3 females (all marked) (blue y-white y, white y-blue y, white y-white y) banded pd #6753 banded pd#6753 banded pd #1",NA,NA,NA,NA,NA,NA,NA
"314","1337-44761","1984-08-09","p125","JEG","feeding with 9 other yng (3 marked) (blue tri-orange disc, blue y-white y, white y- blue y) banded pd 125",NA,NA,NA,NA,NA,NA,NA
"315","1337-44761","1984-08-14","p125","MRM",NA,NA,NA,NA,NA,NA,NA,NA
"316","1337-44761","1984-08-16","p125","JEG",NA,NA,NA,NA,NA,NA,NA,NA
"317","1337-44761","1984-09-06","p65","MRM","(w/ 2 unmarked females and 1 male yng?""",NA,NA,NA,NA,NA,NA,NA
"318","1337-44761","1984-09-14","p65","MRM","(w/ 1 unmarked female)","",NA,NA,NA,NA,NA,NA
"319","1337-44762",NA,NA,NA,NA,"""BIRD RELEASED ON POND #1 AFTER TAGGING""",NA,NA,NA,NA,NA,NA
"320","1337-44762","1984-07-26","P125","JEG","with white y-orange y",NA,NA,NA,NA,NA,NA,NA
"321","1337-44762","1984-08-01","p125","JEG",NA,NA,NA,NA,NA,NA,NA,NA
"322","1337-44762","1984-08-02","p1","JEG",NA,NA,NA,NA,NA,NA,NA,NA
"323","1337-44762","1984-08-08","p125","MRM","with 3 males and 3 females (all marked) (white y- blue y, white y-white y, blue y-blue y) banded pd #6753, banded pd#1 banded pd #6753",NA,NA,NA,NA,NA,NA,NA
"324","1337-44762","1984-08-09","p125","JEG","with 9 other yng (3 marked) (blue tri-orange disc, white y-blue y, blue y-blue y",NA,NA,NA,NA,NA,NA,NA
"325","1337-44762","1984-08-14","p125","MRM",NA,NA,NA,NA,NA,NA,NA,NA
"326","1337-44762","1984-09-06","p25","MRM","(w/ unmarked yng female)",NA,NA,NA,NA,NA,NA,NA
"327","1337-44762","1984-09-14","p25","MRM","(w/ unmarked female)",NA,NA,NA,NA,NA,NA,NA
"328","1337-44763",NA,NA,NA,NA,"""BIRD RELEASED ON POND #1 AFTER TAGGING""",NA,NA,NA,NA,NA,NA
"329","1337-44763","1984-07-24","p1","JTJ,JMS,MRM,JEG","caught by dogs while drive trapping ",NA,NA,NA,NA,NA,NA,NA
"330","1337-44763","1984-08-01","p1","JEG","alone","loafing in shore veg.",NA,NA,NA,NA,NA,NA
"331","1337-44763","1984-08-08","p125","MRM","with 3 males and 3 females (all marked) (blue y-white y, white y- white y, blue y-blue y) banded pd#6753 banded pd#1 banded on pd#6753",NA,NA,NA,NA,NA,NA,NA
"332","1337-44763","1984-08-09","p125","JEG","with 9 other yng (3 marked) (blue tri-orange disc, blue y- white y, blue y-blue y) ",NA,NA,NA,NA,NA,NA,NA
"333","1337-44763","1984-08-14","p125","MRM",NA,NA,NA,NA,NA,NA,NA,NA
"334","1337-44763","1984-08-16","p125","JEG",NA,NA,NA,NA,NA,NA,NA,NA
"335","1337-44763","1984-08-30","p125 - flew to p1","JEG","with 6 other yng (non marked)",NA,NA,NA,NA,NA,NA,NA
"336","1337-44763","1984-09-06","p125","MRM","(with 4 other yng? (2 males and 2 female- 1 male w/ leg band))",NA,NA,NA,NA,NA,NA,NA
"337","1337-44763","1986-06-06","midpoint of North fence, East block","JBI, RGC","DEAD","caught in fence and scavanged. nasal tags intact",NA,NA,NA,NA,NA,NA
"338","1337-44765","1984-08-08","p125","MRM","with three males and 3 females (all marked) (blue y-white y, white y- blue y, blue y-blue y) banded on pd#6753 banded on pd #6753 banded on pd #6753","When they list the markings, I think that the ponds they were banded on are presented respectively ",NA,NA,NA,NA,NA,NA
"339","1337-44765","1984-08-16","p125","JEG",NA,NA,NA,NA,NA,NA,NA,NA
"340","1337-44765","1984-08-28","p26","JMS,JTJ",NA,NA,NA,NA,NA,NA,NA,NA
"341","1337-44765","1985-09-11","pond #3670","RGC","with 2 females mallard (NT) and 2 male mallards (no pairs)","",NA,NA,NA,NA,NA,NA
"342","1337-44770",NA,NA,NA,NA,"there are no data entries on this page ",NA,NA,NA,NA,NA,NA
"343","1337-44771","1984-07-26","p1","JEG","feeding with unmarked mallard ",NA,NA,NA,NA,NA,NA,NA
"344","1337-44771","1984-08-14","p1","MRM,JTJ,JEG","caught by dog - DIED probably from injuries (munched by dog)",NA,NA,NA,NA,NA,NA,NA
"345","1337-44771","1984-08-01","p1","JEG","alone",NA,NA,NA,NA,NA,NA,NA
"346","1337-44771","1984-08-30","pond #4857","JEG","feeding with 1 unbanded ad. male mallard ",NA,NA,NA,NA,NA,NA,NA
"347","1337-44773","1984-08-02","p65","JMS,JTJ,MRM",NA,NA,NA,NA,NA,NA,NA,NA
"348","1337-44773","1984-08-14","p50","MRM",NA,NA,NA,NA,NA,NA,NA,NA
"349","1337-44773","1984-08-28","p26","JMS,JTJ",NA,NA,NA,NA,NA,NA,NA,NA
"350","1337-44773","1984-08-30","p25","JEG","feeding wth 3 other mallards (one with a leg band)",NA,NA,NA,NA,NA,NA,NA
"351","1337-44773","1984-09-06","p26","MRM","(with unmarked female yng)(bill dark like adult)",NA,NA,NA,NA,NA,NA,NA
"352","1337-44773","1985-05-06","S of 79 (across road)","JEG","feeding with male ",NA,NA,NA,NA,NA,NA,NA
"353","1337-44773","1985-05-16","p66","JMS","with male",NA,NA,NA,NA,NA,NA,NA
"354","1337-44773","1985-05-23","p65","JMS","with male (banded on right leg)",NA,NA,NA,NA,NA,NA,NA
"355","1337-44773","1985-05-27","p66","JEG","with male ",NA,NA,NA,NA,NA,NA,NA
"356","1337-44773","1985-05-30","p66","JMS","with male ",NA,NA,NA,NA,NA,NA,NA
"357","1357-20122",NA,NA,NA,NA,"""This bird was originally banded and nasal tagged on 11 June 1982. Pond #65 was drive trapped on 24 July 1984 and this bird was caught but her original nasal tag (yellow sq-white sq) was gone. She was tagged with a new combination (yellow tri- white disc). REFER TO PAGE 20 FOR ALL OBSERVATIONS"", refer to row 129 in this spreadsheet",NA,NA,NA,NA,NA,NA
"358","1337-44774",NA,NA,NA,NA,"there are no data entries on this page ",NA,NA,NA,NA,NA,NA
"359","1337-44777",NA,NA,NA,NA,"there are no data entries on this page ",NA,NA,NA,NA,NA,NA
"360","1337-44786","1984-08-14","p65","MRM,JTJ,JEG",NA,"""caught by dog and released""",NA,NA,NA,NA,NA,NA
"361","1337-44787",NA,NA,NA,NA,"there are no data entries on this page ",NA,NA,NA,NA,NA,NA
"362","1337-44790",NA,NA,NA,NA,"""From same brood as: blue tri-orange disc (L. female) 1337-44792 (L. male)",NA,NA,NA,NA,NA,NA
"363","1337-44791",NA,NA,NA,NA,"""From same brood as: orange tri- white disc (L. female) 1337-44792 (L. male)",NA,NA,NA,NA,NA,NA
"364","1337-44791","1984-08-09","p125","JEG","feeding with 9 other young (3 marked) (blue y-white y, white y-blue y, blue y-blue y)",NA,NA,NA,NA,NA,NA,NA
"365","1337-44796","1984-09-06","p25","MRM","alone",NA,NA,NA,NA,NA,NA,NA
"366","1337-44775","1984-08-14","p25","MRM,JTJ,JEG",NA,"caught by dog- nasal tagged ",NA,NA,NA,NA,NA,NA
"367","1337-44775","1987-05-26","on road South of NWA to (main grid) St Denis +/- 200m","RGC","paired ",NA,NA,NA,NA,NA,NA,NA
"368","1337-44800","1984-08-23","p1","JTJ",NA,"""RELEASED ON POND #1""",NA,NA,NA,NA,NA,NA
"369","1337-44805","1984-08-23","p1","JTJ","with 1 yng (IIa)","""RELEASED ON POND #1""",NA,NA,NA,NA,NA,NA
"370","1337-44807",NA,NA,NA,NA,"there are no data entries on this page ",NA,NA,NA,NA,NA,NA
"371","1337-44818","1986-04-22","p25","RGC","paired ",NA,NA,NA,NA,NA,NA,NA
"372","1337-44818","1986-04-30","p27","RGC","w/ mate",NA,NA,NA,NA,NA,NA,NA
"373","1337-44818","1986-05-29","n52","RGC","nesting 9 eggs ",NA,NA,NA,NA,NA,NA,NA
"374","1337-44818","1986-06-12","n52","RGC","8 eggs hatched, 5 young web-tagged",NA,NA,NA,NA,NA,NA,NA
"375","1357-20133",NA,NA,NA,NA,"""This bird was originally banded and tagged on 15 June 1982. See page 26. When trapped on 21 May 1985 her original nasal tag (orange sq-white sq) was gone. She was tagged with a new combination (yellow sq-red sq). Not seen in 83 or 84"", refer to row 141 in this speadsheet ",NA,NA,NA,NA,NA,NA
"376","1357-20133","1985-07-11","p90","TGJ,AMT","alone","""acting broody""",NA,NA,NA,NA,NA,NA
"377","1357-20133","1986-05-14","n4","RGC","Nesting","""trapped on nest near pipping (13 eggs)""",NA,NA,NA,NA,NA,NA
"378","1357-20133","1986-05-24","n4","RGC","female not present. Successful hatch of 11 eggs. 1 egg did not pip and 1 egg was lost",NA,NA,NA,NA,NA,NA,NA
"379","1357-20101",NA,NA,NA,NA,"""This bird was originally banded and tagged on 7 June 1982. When trapped on 28 May 1985 her original nasal tag (yellow disc-black disc) was missing. She was tagged with a new combination (red sq-black sq)"", ""REFER TO PAGE 16 FOR ALL OBSERVATIONS"", refer to row 98 of this spreadsheet",NA,NA,NA,NA,NA,NA
"380","1337-44555","1986-05-13","Temp pond =50 m E of main grid about 200 m S of SW corner of East block","GWB","w/mate",NA,NA,NA,NA,NA,NA,NA
"381","1337-44566","1986-04-11","p6751","RGC","paired ","w/mate",NA,NA,NA,NA,NA,NA
"382","1337-44566","1986--04-17","p6751","RGC","paired ","w/mate",NA,NA,NA,NA,NA,NA
"383","1337-44567",NA,NA,NA,NA,"there are no data entries on this page ",NA,NA,NA,NA,NA,NA
"384","1337-44568","1986-05-29","p15 dugout (not far from 85 nest site)","RGC","w/8 class I ducklings (100% ID)","NEST NOT FOUND IN 1986",NA,NA,NA,NA,NA,NA
"385","1337-44568","1987-04-28","p67","GWB"," paired ",NA,NA,NA,NA,NA,NA,NA
"386","1337-44568","1987-07-03","n93","RGC","trapped on nest ","successful- 9 ducklings web tagged",NA,NA,NA,NA,NA,NA
"387","1337-44569",NA,NA,NA,NA,"""SHOT, OCT 14/85, AT CONSORT AREA, ALBERTA""",NA,NA,NA,NA,NA,NA
"388","1337-44570","1985-08-07","p66","TGJ, JBI",NA,NA,NA,NA,NA,NA,NA,NA
"389","1337-44570","1985-08-08","p66","TGJ, JBI",NA,NA,NA,NA,NA,NA,NA,NA
"390","1337-44570","1985-08-15","p66","TGJ, JBI",NA,NA,NA,NA,NA,NA,NA,NA
"391","1337-44570","1986-06-25","n86","TGJ, AMT",NA,"""NEST TRAPPED- GIVEN NEW TAG COMBINATION AS ABOVE- NEST WAS SUCCESSFULLY HATCHED, SAVE 2EGGS OUT OF 9"", ""NEW COMBINATION IS BLUE TRI-BLUE TRI""",NA,NA,NA,NA,NA,NA
"392","1337-44571","1985-07-08","p65","EHD,AMT","alone","""-on land"", ""shot 5 miles East of Clarksdale Miss. 8 Jan '86""",NA,NA,NA,NA,NA,NA
"393","1337-44572",NA,NA,NA,NA,"there are no data entries on this page ",NA,NA,NA,NA,NA,NA
"394","1337-44573","1985-07-11","p120","TGJ,AMT","witht 3 young","""(about 17 days old)""",NA,NA,NA,NA,NA,NA
"395","1337-44573","1986-04-09","p125","RGC, GWB","paired ",":w/ another pair (NT) standing on ice"", I think NT means not tagged",NA,NA,NA,NA,NA,NA
"396","1337-44573","1986-05-07","pond 4857","RGC","w/ 2 males",NA,NA,NA,NA,NA,NA,NA
"397","1337-44573","1986-05-13","p6","GWB","with male ",NA,NA,NA,NA,NA,NA,NA
"398","1337-44573","1987-04-22","p66","GWB","paired ",NA,NA,NA,NA,NA,NA,NA
"399","1337-44573","1987-04-22","p66","GWB","paired ",NA,NA,NA,NA,NA,NA,NA
"400","1337-44573","1987-05-27","p70","RGC","paired ",NA,NA,NA,NA,NA,NA,NA
"401","1337-44573","1987-05-28","p70","GWB,AMW","paired ",NA,NA,NA,NA,NA,NA,NA
"402","1337-44573","1987-06-10","p71","RGC ","alone","feeding at S side of 71",NA,NA,NA,NA,NA,NA
"403","1337-44573","1987-09-03","p25","RGC ","Excellent observability with 2 class IIa or b ducklings",NA,NA,NA,NA,NA,NA,NA
"404","1337-44573","1987-09-30","p25","RGC ",NA,"""Alone""",NA,NA,NA,NA,NA,NA
"405","1337-44573","1987-10-14","p25","RGC ","paired ",NA,NA,NA,NA,NA,NA,NA
"406","1337-44573","1988-07-20","p25",NA,NA,"""recap in drive trap renasal tagged white circle-blue y (975g, 278mm)",NA,NA,NA,NA,NA,NA
"407","1337-44573","1988-07-21","p25","census",NA,"""w/10IIb""",NA,NA,NA,NA,NA,NA
"408","1337-44573","1988-07-28","p25","KDW",NA,"""w/5II""",NA,NA,NA,NA,NA,NA
"409","1337-44573","1988-08-04","p25","KDW",NA,"""w/5IIb""",NA,NA,NA,NA,NA,NA
"410","1337-44573","1988-08-11","p25","BP",NA,"""w/4IIc""",NA,NA,NA,NA,NA,NA
"411","1337-44573","1989-04-26","p25","RGC ","paired ",NA,NA,NA,NA,NA,NA,NA
